58	-8	35	38	49	1	18	50	
1	-6	-31	-3	-33	-12	-32	32	
32	20	14	-1	-22	-19	-32	8	
25	18	-62	0	0	18	-15	49	
13	11	-52	0	0	-53	-11	38	
21	11	-16	-11	-13	9	-20	27	
-3	-23	-25	-15	-15	-34	1	3	
70	18	28	23	46	6	4	91	

0	46	26	32	23	49	30	0	
46	46	57	43	62	54	56	26	
36	41	46	32	42	50	61	40	
38	29	78	35	45	34	57	24	
48	44	66	48	31	67	46	30	
44	44	51	40	42	48	49	34	
48	64	53	56	58	52	53	42	
0	35	37	41	35	48	46	0	

172 22 6
