#52
13	3	9	-7	19	-15	1	33	
-19	19	-21	26	-24	26	-17	-13	
25	-21	9	-10	-16	-4	9	-7	
13	-19	-9	0	0	28	-21	20	
1	11	9	0	0	-28	22	-13	
-5	23	-25	20	-16	22	-23	16	
9	-21	-21	-1	-18	-25	-15	-3	
22	11	19	-5	18	23	-1	27	

0	9	4	14	0	18	12	0	
16	1	17	-9	12	-14	17	21	
2	15	4	14	18	10	-2	19	
5	20	8	6	13	-14	18	5	
11	3	5	12	1	16	-4	20	
11	-3	26	2	6	-6	16	7	
5	22	20	7	15	12	18	13	
0	7	7	20	10	5	16	0	

37 13 2

#53
14	4	8	-8	20	-14	0	34	
-20	18	-22	25	-25	25	-16	-14	
24	-20	10	-9	-15	-5	10	-6	
12	-18	-10	0	0	27	-20	19	
2	10	10	0	0	-27	21	-12	
-6	22	-24	19	-15	21	-22	15	
10	-20	-22	0	-17	-24	-16	-4	
21	12	18	-4	19	22	-2	28	

0	9	5	15	0	18	13	0	
16	2	17	-9	12	-13	17	22	
2	15	3	13	17	11	-2	19	
5	20	8	6	12	-14	18	6	
10	4	4	12	1	15	-3	20	
11	-2	26	2	5	-5	15	8	
4	22	21	7	14	12	19	14	
0	6	7	19	9	5	16	0	

37 14 2

#54
15	5	7	-7	21	-13	-1	35	
-21	17	-23	24	-24	24	-17	-15	
23	-19	11	-10	-14	-4	11	-5	
11	-17	-11	0	0	26	-19	18	
3	9	11	0	0	-26	20	-11	
-7	21	-23	18	-16	20	-21	14	
11	-19	-23	1	-16	-23	-15	-5	
20	13	17	-5	20	21	-3	29	

0	9	6	15	0	18	14	0	
16	3	17	-8	12	-12	18	23	
2	15	2	14	17	11	-3	19	
5	20	9	6	13	-13	17	7	
9	5	3	13	1	14	-2	20	
11	-2	25	2	5	-4	15	9	
3	21	21	6	14	12	19	15	
0	6	8	20	9	6	17	0	

37 15 2

