1220	-107	304	-148	48	632	-111	1116	
21	-602	-20	20	-289	-428	-530	34	
81	-72	-152	-24	120	58	-372	566	
154	144	-58	0	0	18	-276	-55	
79	-125	-57	0	0	-240	130	152	
320	-12	-40	67	-194	37	-226	9	
-217	-516	89	-172	-187	368	-600	143	
1205	-66	-37	590	-217	-60	-56	1219	

0	609	444	667	540	259	531	0	
567	686	111	81	324	395	728	547	
581	195	489	248	-16	361	354	338	
556	89	343	342	405	141	301	634	
591	315	84	413	386	389	75	525	
465	127	428	57	340	417	278	583	
615	650	97	304	236	-30	705	490	
0	621	625	347	685	599	579	0	

1477 299 25
