#60
33	-3	9	5	-5	17	1	28	
-13	-21	7	-15	-9	-7	-19	-5	
15	-3	-5	5	-11	7	-7	9	
-3	-17	9	0	0	9	-11	7	
9	1	3	0	0	-7	-9	3	
1	-3	-7	3	-3	9	1	5	
4	-3	-2	-9	-15	1	-7	5	
21	-6	7	2	-1	8	-5	21	

0	16	12	16	21	9	14	0	
23	22	-2	7	6	8	16	14	
12	8	10	-1	9	5	10	9	
20	17	-11	11	9	-4	8	10	
14	8	1	5	10	12	11	14	
17	11	10	1	5	4	7	12	
14	17	10	14	15	5	12	11	
0	11	5	8	9	4	9	0	

23 30 7

#61
34	-2	8	6	-6	18	2	29	
-14	-22	8	-16	-10	-8	-20	-6	
16	-4	-6	6	-12	8	-8	10	
-2	-18	10	0	0	10	-12	6	
10	2	2	0	0	-8	-10	4	
0	-4	-6	4	-4	10	2	6	
5	-4	-3	-8	-16	0	-8	4	
22	-5	6	3	-2	9	-4	22	

0	16	13	16	22	9	14	0	
24	22	-2	8	6	8	17	15	
12	8	10	-1	10	5	10	9	
20	17	-11	11	10	-4	8	11	
14	7	2	6	9	13	12	14	
18	11	10	0	6	4	7	12	
14	18	10	13	15	6	13	12	
0	11	6	8	10	4	9	0	

24 30 7

#62
35	-3	9	5	-5	17	3	30	
-15	-23	7	-15	-11	-7	-21	-5	
15	-3	-5	5	-11	7	-9	9	
-1	-17	9	0	0	9	-11	7	
11	1	3	0	0	-9	-9	5	
-1	-5	-7	3	-3	9	1	5	
6	-3	-2	-9	-15	1	-7	5	
21	-4	5	2	-1	8	-3	21	

0	17	13	17	22	10	14	0	
24	22	-2	7	7	7	18	15	
12	7	10	-1	9	6	10	10	
20	17	-11	11	11	-4	8	11	
14	8	1	6	9	14	12	14	
18	12	11	0	5	4	8	12	
13	18	9	13	15	6	13	11	
0	11	7	9	10	5	9	0	

24 31 7

#63
36	-2	8	6	-6	18	2	31	
-16	-24	8	-16	-10	-8	-22	-4	
16	-4	-6	6	-12	8	-10	10	
-2	-18	10	0	0	10	-10	6	
12	0	2	0	0	-10	-10	6	
-2	-4	-6	4	-4	10	0	6	
7	-4	-3	-8	-16	0	-8	4	
20	-3	6	1	0	9	-2	22	

0	17	14	17	23	10	15	0	
25	23	-2	8	7	7	19	15	
12	8	11	-1	10	6	10	10	
21	18	-11	11	12	-4	7	12	
14	9	2	7	9	15	12	14	
19	12	11	0	6	4	8	12	
13	19	10	13	16	7	14	12	
0	11	7	10	10	5	9	0	

25 31 7

#64
37	-1	7	7	-7	19	3	32	
-17	-25	9	-17	-11	-9	-23	-5	
17	-5	-7	7	-13	9	-11	11	
-3	-17	11	0	0	11	-9	5	
13	-1	1	0	0	-11	-11	7	
-3	-5	-5	5	-3	11	1	7	
8	-5	-4	-9	-17	-1	-9	3	
19	-2	7	2	1	10	-3	23	

0	17	15	17	24	10	15	0	
25	24	-3	8	7	7	20	15	
11	8	12	-2	10	6	11	10	
21	18	-11	11	13	-4	7	13	
13	10	3	7	9	16	13	14	
19	13	10	0	5	4	8	12	
12	20	11	14	17	7	15	13	
0	11	7	10	10	5	9	0	

26 31 7

#65
38	0	6	8	-8	20	2	33	
-18	-26	10	-18	-12	-10	-24	-4	
18	-6	-8	8	-14	10	-12	12	
-4	-18	12	0	0	12	-8	4	
14	-2	0	0	0	-12	-12	8	
-2	-4	-4	6	-2	12	2	8	
9	-6	-5	-10	-18	-2	-10	2	
18	-1	6	3	2	11	-4	24	

0	17	16	17	25	10	16	0	
25	24	-3	8	7	7	20	15	
10	8	13	-2	11	5	12	10	
21	18	-11	11	12	-4	7	14	
12	11	4	6	10	17	14	14	
18	13	9	0	5	4	8	12	
11	20	11	15	18	8	16	13	
0	10	7	10	10	5	10	0	

27 31 7

#66
39	-1	7	7	-7	19	3	32	
-17	-25	9	-17	-11	-9	-25	-3	
17	-7	-7	7	-13	9	-11	11	
-3	-19	11	0	0	11	-7	5	
13	-1	1	0	0	-11	-13	7	
-1	-3	-5	5	-1	11	3	7	
8	-5	-4	-11	-17	-1	-9	3	
