281	55	62	-94	162	-54	-143	476	
94	98	-172	-128	-58	6	-166	-44	
10	-170	4	-111	-82	54	-64	-44	
-42	262	-82	0	0	84	-160	264	
98	3	14	0	0	-58	-104	-194	
-119	-119	176	-90	-164	50	-151	162	
159	-162	-87	100	-146	-155	-171	-17	
378	-8	-5	43	68	121	-51	547	

0	154	186	240	144	237	281	0	
168	185	297	187	177	141	284	278	
230	268	98	235	123	116	154	256	
256	-7	198	113	184	-12	218	111	
184	225	94	189	63	189	154	319	
267	266	33	158	216	70	274	161	
158	340	281	134	259	303	301	230	
0	257	278	273	267	236	308	0	

685 739 76
