112	-25	22	2	-30	38	-56	109	
-30	-36	-44	-18	-20	36	-28	-42	
34	8	-6	20	6	-56	16	70	
-4	-8	12	0	0	-8	12	-4	
-6	20	-10	0	0	-24	4	4	
16	-20	10	-30	-56	14	10	32	
-33	-22	4	-22	10	10	2	-21	
96	-16	-26	44	-22	-34	-2	78	

0	61	49	53	68	34	66	0	
78	53	48	27	26	-10	29	67	
55	26	18	11	-7	47	4	20	
74	32	15	22	12	6	23	56	
71	16	31	24	13	35	18	43	
57	31	21	26	29	25	20	29	
76	61	25	21	20	28	37	45	
0	52	52	22	49	55	42	0	

121 121 8
