527	-185	213	-45	-21	331	-298	487	
-89	-173	-149	-199	-137	133	-106	-170	
169	35	-183	217	-117	-137	-49	329	
-7	-153	207	0	0	-245	-36	-71	
-135	193	-207	0	0	-137	99	39	
243	-281	157	-187	-229	267	9	13	
-113	-13	-113	31	-83	21	-129	-94	
393	-81	39	99	141	-29	-6	468	

0	283	128	247	226	51	281	0	
318	231	205	180	207	22	183	301	
239	119	230	8	85	132	114	83	
324	204	18	171	-61	163	151	277	
375	62	244	29	189	191	69	215	
180	351	79	194	218	22	133	216	
318	255	236	184	276	185	256	248	
0	269	255	241	230	288	216	0	

485 636 47
