#35
31	19	-19	11	31	14	-21	29	
-29	-23	1	-13	-29	-5	-12	-18	
23	-15	31	-7	31	-21	17	30	
-25	27	-31	0	0	23	-14	-23	
29	1	-1	0	0	-3	-20	30	
-27	-3	31	-17	5	-29	19	2	
27	-19	-25	23	-23	29	-25	-15	
11	-15	25	-7	29	-16	3	27	

0	5	22	8	-2	5	18	0	
19	23	5	14	21	5	12	20	
-5	14	-3	12	-11	18	-5	-2	
19	-6	23	-7	26	-8	11	22	
-8	7	9	23	-8	14	11	-1	
17	8	-6	12	2	21	-7	9	
-6	20	21	-4	14	-9	19	18	
0	14	-3	13	-1	20	10	0	

31 2 2

#36
32	20	-20	10	32	15	-22	30	
-30	-24	0	-14	-30	-6	-11	-19	
22	-14	32	-6	32	-22	18	31	
-26	28	-32	0	0	22	-13	-24	
30	0	0	0	0	-2	-21	31	
-28	-4	32	-18	6	-30	20	1	
28	-18	-26	24	-22	30	-26	-16	
10	-14	24	-6	30	-17	2	28	

0	5	23	9	-2	5	19	0	
19	24	5	14	21	6	12	21	
-5	14	-4	11	-12	19	-5	-2	
19	-6	23	-7	25	-8	11	23	
-9	8	8	23	-8	13	12	-1	
17	9	-6	12	1	22	-8	10	
-7	20	22	-4	13	-9	20	19	
0	13	-3	12	-2	20	10	0	

32 2 2

#37
33	21	-21	11	33	16	-23	31	
-31	-25	-1	-15	-29	-7	-12	-20	
21	-13	33	-7	33	-21	19	32	
-27	29	-33	0	0	21	-12	-25	
31	-1	1	0	0	-1	-22	32	
-29	-5	33	-19	5	-31	21	0	
29	-17	-27	25	-21	31	-25	-17	
9	-13	23	-7	31	-18	1	29	

0	5	24	9	-2	5	20	0	
19	25	5	15	21	7	13	22	
-5	14	-5	12	-12	19	-6	-2	
19	-6	24	-7	26	-7	10	24	
-10	9	7	24	-8	12	13	-1	
17	9	-7	12	1	23	-8	11	
-8	19	22	-5	13	-9	20	20	
0	13	-2	13	-2	21	11	0	

33 2 2

#38
32	20	-20	10	32	17	-24	32	
-30	-24	0	-14	-28	-6	-13	-19	
20	-14	34	-8	32	-22	18	31	
-26	28	-32	0	0	22	-11	-24	
30	0	2	0	0	-2	-21	31	
-28	-4	32	-18	4	-30	20	1	
28	-18	-28	26	-20	30	-26	-18	
10	-14	22	-6	30	-17	0	30	

0	5	23	9	-2	4	20	0	
18	25	5	15	21	6	14	22	
-5	15	-5	12	-11	20	-6	-1	
19	-5	24	-7	27	-7	9	24	
-9	9	7	25	-8	12	12	0	
17	8	-6	12	2	23	-8	11	
-7	19	22	-6	13	-9	21	21	
0	13	-2	12	-2	20	11	0	

33 3 2

#39
33	21	-19	9	31	18	-23	31	
-29	-25	-1	-13	-29	-5	-12	-18	
19	-15	33	-7	31	-21	17	30	
-25	27	-31	0	0	21	-10	-25	
31	-1	1	0	0	-3	-20	32	
-27	-3	31	-17	3	-29	19	0	
27	-17	-29	27	-19	29	-27	-17	
9	-13	21	-5	29	-16	-1	31	

0	5	23	10	-1	4	20	0	
18	26	5	14	22	6	14	22	
-4	15	-5	12	-11	20	-5	0	
19	-5	24	-6	27	-6	9	25	
-9	10	7	25	-7	13	12	0	
17	7	-5	11	2	23	-8	12	
-7	19	23	-6	13	-8	22	21	
0	12	-2	11	-2	19	11	0	

33 4 2

#40
34	22	-20	8	32	19	-22	32	
-28	-26	-2	-14	-30	-6	-11	-19	
20	-16	34	-8	32	-20	18	31	
-26	28	-32	0	0	20	-11	-26	
32	0	2	0	0	-2	-19	33	
-28	-4	32	-18	4	-30	20	1	
28	-18	-30	26	-20	30	-28	-18	
10	-14	22	-6	30	-17	0	32	

0	5	23	10	-1	4	20	0	
18	27	5	14	23	7	14	23	
-4	15	-5	12	-11	20	-5	0	
20	-5	25	-6	27	-5	10	26	
-9	10	7	24	-6	13	12	0	
18	8	-6	11	2	24	-8	12	
-7	19	23	-5	14	-8	23	22	
0	13	-2	12	-2	20	11	0	

34 4 2

