278	54	59	-71	167	-47	-146	521	
81	133	-179	-171	-41	25	-195	-49	
11	-165	-35	-102	-99	63	-79	-39	
-63	277	-97	0	0	115	-149	283	
105	22	-11	0	0	-77	-143	-217	
-114	-96	197	-97	-167	69	-162	161	
108	-163	-106	117	-167	-178	-182	0	
443	-33	12	78	33	160	-82	580	

0	161	193	239	152	248	308	0	
175	182	309	209	165	131	318	304	
240	278	132	240	135	120	181	271	
277	8	219	105	212	-27	225	121	
195	238	107	211	56	192	189	332	
279	275	45	166	226	69	290	166	
197	370	317	148	286	312	309	235	
0	303	299	285	314	246	335	0	

725 800 96
